,name,population
6043,Litchfield,6657
6044,Boyes Hot Springs,6656
6045,Brier,6656
6046,Glen Oaks,6655
6047,Wollochet,6651
6048,Pea Ridge,6650
6049,Hapeville,6650
6050,Montevallo,6648
6051,Pingree Grove,6648
6052,Elsa,6647
6053,Thermalito,6646
6054,Tuckahoe,6643
6055,Viera West,6641
6056,Airway Heights,6639
6057,Folcroft,6637
6058,Tecumseh,6630
6059,Barnesville,6625
6060,Elmendorf Air Force Base,6621
6061,North Vernon,6619
6062,Green Hill,6618
6063,Buena Vista,6618
6064,Farr West,6616
6065,East Glenville,6616
6066,Horseheads,6616
6067,Oneonta,6615
6068,Youngtown,6613
6069,Tappan,6613
6070,Wharton,6613
6071,Gleneagle,6611
6072,Batesville,6611
6073,Old Greenwich,6611
6074,California,6608
6075,Irvington,6607
6076,Lacy-Lakeview,6604
6077,Emmett,6604
6078,Springs,6592
6079,Wildwood,6590
6080,Middlebury (village),6588
6081,Shields,6587
6082,Centerville,6586
6083,Strasburg,6586
6084,Saint John,6584
6085,Carrollton,6583
6086,Gridley,6582
6087,Los Fresnos,6582
6088,Forest Glen,6582
6089,Rittman,6580
6090,Roslyn Heights,6577
6091,Lake Shore,6571
6092,Canton,6570
6093,Cochituate,6569
6094,Siesta Key,6565
6095,Richboro,6563
6096,Bedford,6561
6097,Lawrence,6559
6098,Abilene,6558
6099,Hillsboro,6557
6100,West Slope,6554
6101,Crockett,6554
6102,Southeast Arcadia,6554
6103,Henderson,6552
6104,Lago Vista,6550
6105,Mount Vernon,6550
6106,Unionville,6547
6107,Ellettsville,6544
6108,Inverness Highlands South,6542
6109,Seaside,6540
6110,Silver Springs Shores,6539
6111,Cherry Hills Village,6539
6112,Geneseo,6538
6113,Laurence Harbor,6536
6114,Yorketown,6535
6115,Lake Hallie,6535
6116,Saint Joseph,6534
6117,Douglas,6531
6118,Eliot,6528
6119,Upper Sandusky,6527
6120,Catasauqua,6525
6121,Lincoln,6524
6122,New Milford,6523
6123,Decatur,6521
6124,Eatonton,6520
6125,Belle Haven,6518
6126,Boyette,6518
6127,Rossford,6512
6128,Calverton,6510
6129,Riverside,6507
6130,Avon,6505
6131,Ambler,6505
6132,Monticello,6505
6133,Lutherville,6504
6134,Champion Heights,6498
6135,Washington,6498
6136,Ladera Heights,6498
6137,Vandenberg Village,6497
6138,De Soto,6495
6139,Rockaway,6494
6140,Hurricane,6493
6141,Collinsville,6492
6142,Johnson Lane,6490
6143,Macclenny,6487
6144,Lovejoy,6487
6145,Cheverly,6485
6146,Kentfield,6485
6147,East Farmingdale,6484
6148,Ishpeming,6483
6149,Medfield,6483
6150,Castroville,6481
6151,Prospect Park,6481
6152,Brookings,6476
6153,Belpre,6476
6154,Fort Pierce North,6474
6155,Spring Lake Park,6473
6156,Milford,6472
6157,Powell,6462
6158,Plattsmouth,6462
6159,Union,6461
6160,Lauderdale-by-the-Sea,6460
6161,Ridgefield,6455
6162,Lihue,6455
6163,Hamlet,6454
6164,Thurmont,6454
6165,Lanett,6452
6166,Kula,6452
6167,Nibley,6451
6168,Bethel,6450
6169,Geneva,6447
6170,Nuevo,6447
6171,Covedale,6447
6172,Mattydale,6446
6173,Forest Hills,6443
6174,Oakmont,6443
6175,Sudden Valley,6441
6176,Pocahontas,6438
6177,Bronxville,6438
6178,Wheelersburg,6437
6179,Landing,6436
6180,Hudson,6436
6181,Kermit,6434
6182,South Monroe,6433
6183,Gladewater,6432
6184,Exeter,6426
6185,Riverside,6425
6186,Solvay,6425
6187,Cynthiana,6423
6188,Whitmore Lake,6423
6189,Corry,6420
6190,Monument,6420
6191,Hillsborough,6415
6192,Talent,6411
6193,Riverton,6407
6194,Holtville,6404
6195,Inwood,6403
6196,Sealy,6403
6197,Dahlonega,6394
6198,Waveland,6391
6199,Milliken,6388
6200,Camp Swift,6383
6201,Bartonville,6382
6202,Bridgeport,6381
6203,Eudora,6378
6204,Mattapoisett,6378
6205,Wimauma,6373
6206,Moraine,6373
6207,Purcell,6370
6208,Prairie View,6369
6209,Cherry Valley,6362
6210,Hampstead,6359
6211,Bremen,6355
6212,Bellwood,6352
6213,Everman,6352
6214,Howland Center,6351
6215,Woodfin,6349
6216,Pelican Bay,6346
6217,White Oak,6345
6218,Garrett,6344
6219,Iowa Park,6344
6220,Huntington Woods,6340
6221,Eastwood,6340
6222,Edinboro,6335
6223,Metropolis,6334
6224,Blakely,6334
6225,Linglestown,6334
6226,Woodlawn,6334
6227,Leesville,6333
6228,Pembroke Park,6333
6229,Arlington Heights,6333
6230,Kathleen,6332
6231,Clarkston Heights-Vineland,6326
6232,Glenarden,6326
6233,Roseland,6325
6234,Gulf Breeze,6323
6235,Red Lion,6321
6236,Canutillo,6321
6237,Walker,6318
6238,Louisville,6314
6239,Mulvane,6314
6240,Willis,6313
6241,Johnsburg,6310
6242,Selma,6307
6243,Zuni Pueblo,6302
6244,Franklin,6302
6245,Valley Falls,6299
6246,Plain City,6299
6247,Skowhegan,6297
6248,Parkville,6296
6249,Homeland Park,6296
6250,Bee Cave,6292
6251,Columbiana,6291
6252,Rolesville,6289
6253,Wendell,6285
6254,Dighton,6283
6255,South Williamsport,6281
6256,Marble Falls,6281
6257,Carlstadt,6279
6258,Knottsville,6270
6259,Fowler,6266
6260,Enoch,6265
6261,Red Chute,6261
6262,Clyde,6260
6263,Estes Park,6257
6264,Shrewsbury,6254
6265,Kodiak,6253
6266,Bellefonte,6248
6267,Wilmore,6247
6268,Merrimac,6245
6269,Jackson,6243
6270,Ramtown,6242
6271,Danville,6242
6272,Burnet,6239
6273,Margate City,6237
6274,East Aurora,6236
6275,Dunlap,6235
6276,Ben Lomond,6234
6277,Eldridge,6232
6278,Columbia,6229
6279,Cullowhee,6228
6280,Conley,6228
6281,Chillicothe,6226
6282,Kingston,6225
6283,Harriman,6224
6284,Mila Doce,6222
6285,Harrisville,6221
6286,Hobart,6221
6287,Otis Orchards-East Farms,6220
6288,Aptos,6220
6289,Indian River Estates,6220
6290,Salem,6217
6291,Steilacoom,6211
6292,Swarthmore,6211
6293,Tarrant,6210
6294,East Garden City,6208
6295,Pepper Pike,6204
6296,New Dorp Beach,6201
6297,Green Knoll,6200
6298,Orange City,6198
6299,Saint Johnsbury,6193
6300,Lionville,6189
6301,Raton,6187
6302,Portland,6186
6303,Satsuma,6182
6304,Marvin,6181
6305,Keene,6181
6306,Boonville,6180
6307,Inniswold,6180
6308,Plymouth Meeting,6177
6309,Guadalupe,6177
6310,Goddard,6177
6311,East Alton,6176
6312,Saint Augustine Beach,6176
6313,Princeton,6174
6314,Elm Grove,6172
6315,Braidwood,6172
6316,Schuyler,6171
6317,Pigeon Forge,6171
6318,Ware,6170
6319,Cold Spring,6170
6320,Holly,6169
6321,Northborough,6167
6322,Kennett Square,6167
6323,Grafton,6165
6324,Jamul,6163
6325,International Falls,6158
6326,Darlington,6155
6327,Oelwein,6153
6328,Sky Lake,6153
6329,Pauls Valley,6152
6330,Village of Oak Creek (Big Park),6147
6331,Aztec,6147
6332,Elsmere,6146
6333,Miramar Beach,6146
6334,District Heights,6144
6335,East Pasadena,6144
6336,Groveland,6143
6337,Lā‘ie,6138
6338,Carolina Beach,6137
6339,Lincroft,6135
6340,West Greenwich,6135
6341,Rockford,6134
6342,Lynchburg,6132
6343,Larchmont,6132
6344,Hampshire,6130
6345,Eldorado at Santa Fe,6130
6346,Theodore,6130
6347,Kasson,6123
6348,Orlovista,6123
6349,Brunswick,6116
6350,Saint Martinville,6114
6351,Ontario,6111
6352,Enola,6111
6353,Monroeville,6110
6354,Stone Mountain,6109
6355,Munford,6108
6356,‘Ewa Villages,6108
6357,Patterson,6106
6358,Monticello,6103
6359,Oxford,6103
6360,Childress,6101
6361,Twin Lakes,6101
6362,Osprey,6100
6363,Ulysses,6097
6364,Pimmit Hills,6094
6365,Lucas Valley-Marinwood,6094
6366,Twin Lakes,6094
6367,Sheridan,6094
6368,Littlefield,6090
6369,Monticello,6090
6370,Clarion,6089
6371,Harvard,6085
6372,Manistee,6084
6373,Indiantown,6083
6374,Latimer,6079
6375,Truth or Consequences,6079
6376,Rushville,6077
6377,Jordan,6076
6378,Gunnison,6076
6379,De Soto,6074
6380,Fruit Heights,6072
6381,Slaton,6072
6382,Pahokee,6071
6383,Willows,6069
6384,Blue Bell,6067
6385,Joshua,6066
6386,Rochester,6065
6387,Willard,6063
6388,Los Ranchos de Albuquerque,6063
6389,Red Lion,6055
6390,Bangor Trident Base,6054
6391,Geneva,6051
6392,Avra Valley,6050
6393,Sylvester,6049
6394,Rindge,6049
6395,Sunnyvale,6044
6396,Hillandale,6043
6397,Sheridan,6039
6398,Mount Healthy,6039
6399,East Falmouth,6038
6400,Las Flores,6037
6401,Stewartville,6037
6402,Union Gap,6037
6403,Bay Harbor Islands,6036
6404,Princeton,6035
6405,Huntingburg,6035
6406,Cambria,6032
6407,Somerset,6032
6408,Berthoud,6031
6409,Clearfield,6030
6410,Kingsland,6030
6411,Jamesburg,6029
6412,Fair Haven,6029
6413,Independence,6028
6414,West Concord,6028
6415,Taylor,6025
6416,Surfside,6024
6417,Meridianville,6021
6418,Old Tappan,6016
6419,Yoakum,6016
6420,Lakemoor,6015
6421,Waupaca,6014
6422,Whitestown,6013
6423,West Yarmouth,6012
6424,Finley,6012
6425,Estherville,6011
6426,McKees Rocks,6010
6427,Lake Mohegan,6010
6428,Northville,6010
6429,West Haven,6009
6430,Roanoke,6005
6431,Stow,6005
6432,Countryside,6002
6433,Battlefield,6001
6434,James Island,6000
6435,Albion,5998
6436,Ralston,5994
6437,Walkersville,5993
6438,Hartford City,5992
6439,Posen,5992
6440,Maquoketa,5989
6441,Paulsboro,5989
6442,Gun Barrel City,5985
6443,Milan,5983
6444,Spring Hill,5981
6445,Peoria Heights,5979
6446,Erwin,5979
6447,Cut Off,5976
6448,Fort Meade,5975
6449,Cherryville,5974
6450,Medina,5973
6451,Notre Dame,5973
6452,Las Flores,5971
6453,North Manchester,5971
6454,Homeland,5969
6455,Gas City,5968
6456,Naples Park,5967
6457,Belmont,5966
6458,West Miami,5965
6459,Villa Park,5964
6460,South Valley Stream,5962
6461,Port Clinton,5957
6462,Marion,5957
6463,Chickasaw,5954
6464,Prospect Park,5953
6465,Alpine,5952
6466,Silver Hill,5950
6467,Du Quoin,5949
6468,Yaphank,5945
6469,Pontotoc,5944
6470,Wailea,5938
6471,Wesley Hills,5935
6472,Colusa,5935
6473,Steelton,5932
6474,Topsham,5931
6475,Sweetwater,5931
6476,Caruthersville,5930
6477,Laveen,5930
6478,Hebron,5929
6479,Glendale,5927
6480,Rensselaer,5927
6481,Cocoa West,5925
6482,Progreso,5922
6483,Hilton,5921
6484,East Port Orchard,5919
6485,Walpole,5918
6486,Woodcliff Lake,5917
6487,Watchung,5916
6488,Little Silver,5913
6489,Roseburg North,5912
6490,West Hattiesburg,5909
6491,Ramblewood,5907
6492,New Whiteland,5906
6493,Brookville,5900
6494,James City,5899
6495,Attalla,5899
6496,Charles Town,5899
6497,Carrizo Springs,5898
6498,Norwood,5898
6499,Raleigh Hills,5896
6500,Trenton,5896
6501,Heathrow,5896
6502,Robertsdale,5894
6503,Bellevue,5892
6504,Central City,5892
6505,Tanglewilde,5892
6506,Tanglewilde-Thompson Place,5892
6507,Laurel Bay,5891
6508,Harrah,5891
6509,New Brighton,5891
6510,Bridgewater,5889
6511,Vancleave,5886
6512,Fulshear,5886
6513,Lecanto,5882
6514,Dickson City,5877
6515,Crafton,5876
6516,Roseland,5876
6517,South Patrick Shores,5875
6518,Delano,5875
6519,Lewistown,5874
6520,Chesapeake Beach,5873
6521,Wescosville,5872
6522,Yarmouth,5869
6523,Norwood,5869
6524,Prosser,5869
6525,Zephyrhills West,5865
6526,Richmond,5864
6527,Mount Zion,5862
6528,Portland,5862
6529,Punxsutawney,5861
6530,Lee Acres,5858
6531,Lee Acres,5858
6532,Plumas Lake,5853
6533,Dowagiac,5851
6534,Orange Beach,5850
6535,Berkley,5849
6536,Kingston,5846
6537,Junction City,5842
6538,Woodland,5842
6539,Country Homes,5841
6540,Buckner,5837
6541,Simsbury Center,5836
6542,Plymouth,5832
6543,High Springs,5831
6544,Medina,5827
6545,Sandown,5827
6546,Hellertown,5824
6547,Byron Center,5822
6548,Heathcote,5821
6549,Bensley,5819
6550,Branford Center,5819
6551,Greenville,5819
6552,Carterville,5818
6553,Meraux,5816
6554,Charleston,5815
6555,Manasquan,5815
6556,Saint Helena,5814
6557,Lucerne Valley,5811
6558,Ada,5811
6559,Warren,5804
6560,Shady Side,5803
6561,Volney,5801
6562,Fruitridge Pocket,5800
6563,Ranchettes,5798
6564,The Village of Indian Hill,5798
6565,Lake Mills,5798
6566,Tierra Buena,5797
6567,Spring Ridge,5795
6568,DeFuniak Springs,5795
6569,Union,5795
6570,Windcrest,5794
6571,Prospect Park,5794
6572,Edna,5792
6573,Selinsgrove,5792
6574,Belvedere,5792
6575,Tellico Village,5791
6576,Locust Grove,5790
6577,Boiling Spring Lakes,5789
6578,Washingtonville,5788
6579,Cheshire Village,5786
6580,Hollidaysburg,5784
6581,Fort Wright,5781
6582,Cheraw,5778
6583,Chadron,5775
6584,Lewisburg,5774
6585,McCordsville,5773
6586,Belding,5769
6587,Henryetta,5765
6588,Luling,5764
6589,Vine Grove,5760
6590,Prairie du Chien,5757
6591,Malone,5756
6592,Gustine,5756
6593,Jamestown,5755
6594,Sandersville,5752
6595,Moosic,5751
6596,Holdenville,5750
6597,Bay Harbor,5749
6598,Southold,5748
6599,Elburn,5748
6600,Granville,5747
6601,Centerville,5745
6602,Clover,5744
6603,Trooper,5744
6604,South Oroville,5742
6605,Solvang,5741
6606,McRae,5740
6607,Taos,5740
6608,Oceanport,5739
6609,Beardstown,5738
6610,Groveport,5737
6611,Grayson Valley,5736
6612,Sinton,5736
6613,Augusta,5734
6614,Citra,5732
6615,Loudon,5731
6616,Mount Carmel,5728
6617,South Apopka,5728
6618,Hutchins,5727
6619,Center,5727
6620,Hillsboro,5726
6621,White Rock,5725
6622,Petoskey,5719
6623,Gulf Park Estates,5719
6624,Cumming,5718
6625,Palmview,5715
6626,South Tucson,5715
6627,Belmar,5712
6628,Spring Grove,5711
6629,Rupert,5705
6630,Waynesboro,5704
6631,Sharon Hill,5702
6632,Spencer,5700
6633,Ocean Shores,5699
6634,Penn Wynne,5697
6635,Belle Fourche,5696
6636,Willow Springs,5695
6637,Forest,5695
6638,Wilmington,5694
6639,Bright,5693
6640,New Carlisle,5693
6641,Lindale,5692
6642,Blauvelt,5689
6643,South Gate Ridge,5688
6644,Kingston Estates,5685
6645,Marlin,5682
6646,Barnhart,5682
6647,West Modesto,5682
6648,Moores Mill,5682
6649,Deer Park,5682
6650,Nazareth,5681
6651,Lebanon,5680
6652,Oreland,5678
6653,Edgemoor,5677
6654,Hopkinton,5676
6655,Corona de Tucson,5675
6656,Lake Bluff,5674
6657,Douglass Hills,5669
6658,West Rancho Dominguez,5669
6659,Fountainhead-Orchard Hills,5666
6660,Snowflake,5666
6661,Carlinville,5665
6662,Briar,5665
6663,Westville,5662
6664,Richland,5661
6665,Barberton,5661
6666,Covington,5658
6667,Sharon,5658
6668,Buckhannon,5657
6669,Gardnerville,5656
6670,Morristown,5653
6671,Mena,5653
6672,Pevely,5652
6673,Rib Mountain,5651
6674,Hingham,5650
6675,Monaca,5649
6676,Highland,5647
6677,Ashburnham,5643
6678,Vinita,5643
6679,Pontoon Beach,5637
6680,Bath,5635
6681,Tequesta,5629
6682,Ashton-Sandy Spring,5628
6683,Indian Hills,5627
6684,Zeeland,5626
6685,Foxborough,5625
6686,Lakeview,5625
6687,Pawcatuck,5624
6688,Silver Lakes,5623
6689,Long Beach,5618
6690,Marlow Heights,5618
6691,Rusk,5618
6692,Sterling,5617
6693,Lakeview,5615
6694,Potomac Mills,5614
6695,Big Stone Gap,5614
6696,Snyderville,5612
6697,Bellaire,5610
6698,Dresher,5610
6699,Rockdale,5609
6700,Okeechobee,5608
6701,Pana,5607
6702,Atlanta,5605
6703,Keyes,5601
6704,Finderne,5600
6705,Silver Lake,5598
6706,Gardiner,5597
6707,Exeter,5596
6708,Union Beach,5595
6709,Richmond,5595
6710,Pelham Manor,5594
6711,Milton,5593
6712,West Hills,5592
6713,Coraopolis,5590
6714,Breckenridge,5590
6715,Woods Creek,5589
6716,Whiteville,5589
6717,Salamanca,5586
6718,Gray,5584
6719,Wadesboro,5584
6720,West Samoset,5583
6721,Three Points,5581
6722,Hidden Valley Lake,5579
6723,Combee Settlement,5577
6724,Alma,5575
6725,Palmview South,5575
6726,Weldon Spring,5575
6727,Paoli,5575
6728,Jan-Phyl Village,5573
6729,Falcon Heights,5571
6730,Wayne,5569
6731,Greenwood,5569
6732,Swartz Creek,5567
6733,Greenacres,5566
6734,Crozet,5565
6735,Newberry,5564
6736,Naples Manor,5562
6737,Fussels Corner,5561
6738,Holdrege,5561
6739,Woodside,5561
6740,Nephi,5560
6741,Shippensburg,5559
6742,Lake Fenton,5559
6743,Corcoran,5552
6744,Gateway,5552
6745,Wappingers Falls,5552
6746,Ocean City,5550
6747,Brady,5549
6748,Helena,5548
6749,Bessemer City,5548
6750,Eastham,5548
6751,Nurillo,5547
6752,Marbletown,5544
6753,Alton North (historical),5541
6754,Grissom Air Force Base,5537
6755,Duquesne,5535
6756,Webster,5534
6757,Litchfield Park,5533
6758,Marksville,5533
6759,Edgerton,5532
6760,Morris Plains,5532
6761,Paola,5527
6762,Jeanerette,5527
6763,Old Bethpage,5523
6764,Lake Forest,5522
6765,Glencoe,5521
6766,Hamlin,5521
6767,Minot Air Force Base,5521
6768,Rochelle Park,5518
6769,Durham,5518
6770,West Side Highway,5517
6771,Hightstown,5517
6772,Anthony,5517
6773,Fairview,5515
6774,Homer,5515
6775,Mayflower Village,5515
6776,Adams,5515
6777,Crystal Lake,5514
6778,Fellsmere,5514
6779,Waterville,5514
6780,Century City,5513
6781,West Bountiful,5511
6782,Monticello,5509
6783,Harris Hill,5508
6784,Centerport,5508
6785,Williamston,5508
6786,Richlands,5504
6787,Germantown,5503
6788,Harrisburg,5498
6789,Wyndmoor,5498
6790,Pass Christian,5498
6791,Emporia,5496
6792,Lyndon,5496
6793,Wellston,5494
6794,Elverta,5492
6795,Glendive,5490
6796,Coal City,5489
6797,Rancho Murieta,5488
6798,Canal Fulton,5487
6799,Fort Myers Shores,5487
6800,Chester,5486
6801,Saint Clair,5485
6802,Lake Murray of Richland,5484
6803,Northfield,5484
6804,Southampton,5481
6805,Robbins,5480
6806,Lake Alfred,5475
6807,Mascotte,5473
6808,Red Oak,5472
6809,Hawkinsville,5471
6810,Wake Village,5471
6811,Algona,5470
6812,Turner,5470
6813,Iola,5470
6814,Anamosa,5469
6815,Northwood,5469
6816,El Granada,5467
6817,Cumberland,5467
6818,Salida,5467
6819,Isanti,5464
6820,Vail,5461
6821,Cameron,5460
6822,Somerdale,5460
6823,Nashville,5460
6824,Brush,5459
6825,Centerport,5457
6826,Chamberlayne,5456
6827,Comstock Northwest,5455
6828,Willard,5454
6829,La Habra Heights,5454
6830,Waimanalo,5451
6831,Lebanon,5446
6832,Connell,5446
6833,Fort Washington,5446
6834,Los Chavez,5446
6835,Stroudsburg,5444
6836,North Hills,5444
6837,Batesburg-Leesville,5441
6838,Williamson,5438
6839,Macon,5436
6840,Brewton,5434
6841,Dayton,5433
6842,New Holland,5430
6843,Glasgow Village,5429
6844,Rockwood,5425
6845,Mount Carmel,5425
6846,Sayre,5424
6847,Berlin,5420
6848,South Hooksett,5418
6849,Clarinda,5418
6850,Colby,5417
6851,Manchester,5413
6852,Paxtonia,5412
6853,Sherwood Manor,5410
6854,White City,5407
6855,Winfield,5406
6856,Uhrichsville,5404
6857,Englewood Cliffs,5403
6858,Basehor,5402
6859,Brownsfield,5401
6860,Diboll,5400
6861,Starke,5397
6862,Goshen,5397
6863,Aberdeen,5397
6864,Strawberry,5393
6865,Winston,5393
6866,Progress Village,5392
6867,Lochbuie,5390
6868,Islip Terrace,5389
6869,Titusville,5389
6870,New Gloucester,5389
6871,Bowling Green,5388
6872,Terryville,5387
6873,Huntertown,5387
6874,Hidden Valley,5387
6875,Timber Pines,5386
6876,Oxford,5385
6877,Pinckneyville,5385
6878,Fox Chapel,5383
6879,New Castle,5382
6880,Palermo,5382
6881,Suncook,5379
6882,Mendon,5378
6883,Eureka,5377
6884,Perezville,5376
6885,Ballston Spa,5375
6886,Waynesville,5374
6887,Centerville,5372
6888,Summit,5372
6889,Worland,5372
6890,Berryville,5371
6891,Manchester-by-the-Sea,5366
6892,Stapleton,5365
6893,Old Fig Garden,5365
6894,Waldon,5364
6895,Contra Costa Centre,5364
6896,Wilton,5363
6897,Media,5363
6898,Waterford,5358
6899,Ripley,5357
6900,Tyrone,5353
6901,Highwood,5352
6902,Morris,5352
6903,Fairport,5351
6904,Zimmerman,5350
6905,Northwood,5350
6906,Post,5349
6907,Wind Lake,5342
6908,Cave Creek,5341
6909,Hazard,5341
6910,Stokesdale,5340
6911,Cape May Court House,5338
6912,Nassau Village-Ratliff,5337
6913,Manitou Springs,5334
6914,Dacula,5330
6915,Calistoga,5330
6916,Rothschild,5329
6917,Byron,5328
6918,Monticello,5322
6919,Pumphrey,5322
6920,Yarmouth Port,5320
6921,Weiser,5317
6922,Adel,5316
6923,Spring Valley,5314
6924,Poland,5314
6925,Lehighton,5314
6926,Eucalyptus Hills,5313
6927,South Gastonia,5312
6928,New Hempstead,5312
6929,Palmerton,5305
6930,Edgewater,5302
6931,Hardeeville,5301
6932,Mount Arlington,5300
6933,Smiths Station,5300
6934,Mount Carmel,5298
6935,Newmarket,5297
6936,Greenbrier,5296
6937,Silver Springs,5296
6938,McKenzie,5296
6939,Pecan Plantation,5294
6940,Hartsdale,5293
6941,Williamsburg,5293
6942,Asbury,5291
6943,Jonesborough,5291
6944,Indian Wells,5289
6945,Centerville,5288
6946,Boulevard Park,5287
6947,Collegeville,5287
6948,Cahaba Heights,5287
6949,Terrell Hills,5287
6950,Eastman,5285
6951,Linton,5284
6952,New Ipswich,5283
6953,South Haven,5282
6954,Warrenton,5282
6955,Harvest,5281
6956,Harpswell Center,5281
6957,Bliss Corner,5280
6958,Bluefield,5279
6959,Saint Paul Park,5279
6960,Walterboro,5278
6961,Rye,5277
6962,Big Flats,5277
6963,Zephyrhills South,5276
6964,Saranac Lake,5274
6965,Turtle Creek,5272
6966,Creve Coeur,5272
6967,Shillington,5265
6968,Schlusser,5265
6969,Hampden,5261
6970,West Clarkston-Highland,5261
6971,Delhi Hills,5259
6972,Carlisle,5259
6973,Fairfield,5255
6974,Williamsville,5254
6975,Palm Springs North,5253
6976,Glenwood,5253
6977,East Moriches,5249
6978,Woodstock,5248
6979,Keyser,5248
6980,Tonganoxie,5248
6981,Folkston,5247
6982,Scituate,5245
6983,Forked River,5244
6984,Dove Valley,5243
6985,De Witt,5242
6986,Pea Ridge,5242
6987,Waipi‘o Acres,5236
6988,Chester,5236
6989,Moab,5235
6990,Tracyton,5233
6991,Grosse Pointe,5232
6992,Paulden,5231
6993,Schuylkill Haven,5228
6994,Evansville,5228
6995,Eaton Rapids,5225
6996,Hugo,5224
6997,Midfield,5222
6998,River Park,5222
6999,Crossett,5220
7000,Hoopeston,5220
7001,New Martinsville,5218
7002,Concordia,5218
7003,Pine Island Ridge,5218
7004,Montevideo,5217
7005,Dumfries,5217
7006,Floral City,5217
7007,Fruitland,5215
7008,Kennebunk,5214
7009,Lone Grove,5213
7010,Big Bear Lake,5213
7011,Marion,5213
7012,Preston,5212
7013,Center,5211
7014,Oak Park,5209
7015,Grambling,5209
7016,Bisbee,5208
7017,Slinger,5208
7018,Chelsea,5205
7019,Bangor,5203
7020,Berkeley,5203
7021,Saranap,5202
7022,Grandwood Park,5202
7023,Hutchinson Island South,5201
7024,Poolesville,5201
7025,Camp Pendleton North,5200
7026,Creswell,5199
7027,Rockingham,5198
7028,Glendale,5198
7029,Orchard Homes,5197
7030,Hilmar-Irwin,5197
7031,Nelsonville,5197
7032,Williams,5196
7033,Genoa,5196
7034,South Highpoint,5195
7035,Iowa Falls,5195
7036,Mont Belvieu,5193
7037,Springfield,5192
7038,Abbeville,5191
7039,Kayenta,5189
7040,Wailua Homesteads,5188
7041,Gilmer,5187
7042,Prairie Grove,5186
7043,Muleshoe,5185
7044,Saint Clairsville,5184
7045,Sunset,5183
7046,Albertson,5182
7047,White Hall,5180
7048,Alva,5180
7049,Odessa,5178
7050,Chackbay,5177
7051,Montrose-Ghent,5177
7052,Winterset,5176
7053,Monticello,5172
7054,Bear Valley Springs,5172
7055,Livingston,5172
7056,Brookhaven,5171
7057,Mechanicville,5169
